日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260228,7795,ＫＹＯＲＩＴＳＵ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7800,アミファ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7803,ブシロード,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7804,ビーアンドピー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7805,プリントネット,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7806,ＭＴＧ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7807,幸和製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7808,シー・エス・ランバー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7809,壽屋,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7810,クロスフォー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7811,中本パックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7812,クレステック,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7813,プラッツ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7814,日本創発グループ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7815,東京ボード工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7818,トランザクション,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7819,粧美堂,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7820,ニホンフラッシュ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7821,前田工繊,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,7822,永大産業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7823,アートネイチャー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7826,フルヤ金属,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,7827,オービス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7831,ウイルコホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7832,バンダイナムコホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,2,TOPIX Large70
20260228,7833,アイフィスジャパン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7836,アビックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7837,アールシーコア,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7839,ＳＨＯＥＩ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,7840,フランスベッドホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7841,遠藤製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7844,マーベラス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7846,パイロットコーポレーション,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260228,7847,グラファイトデザイン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7849,スターツ出版,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,7850,総合商研,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7851,カワセコンピュータサプライ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7856,萩原工業,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7857,セキ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7859,アルメディオ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7860,エイベックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,7863,平賀,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7864,フジシールインターナショナル,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,7865,ピープル,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7867,タカラトミー,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260228,7868,広済堂ホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7871,フクビ化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260228,7872,エステールホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7874,レック,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20260228,7875,竹田ｉＰホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7877,永大化工,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260228,7878,光・彩,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7879,ノダ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7883,サンメッセ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7885,タカノ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7886,ヤマト　モビリティ　＆　Ｍｆｇ．,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260228,7887,南海プライウッド,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7888,三光合成,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20260228,7893,プロネクサス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7896,セブン工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7897,ホクシン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7898,ウッドワン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7901,マツモト,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7902,ソノコム,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7906,ヨネックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7908,きもと,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260228,7911,ＴＯＰＰＡＮホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260228,7912,大日本印刷,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260228,7914,共同印刷,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7915,ＮＩＳＳＨＡ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,7916,光村印刷,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7917,ＺＡＣＲＯＳ,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20260228,7918,ヴィア・ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260228,7919,野崎印刷紙業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7922,三光産業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7923,トーイン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7925,前澤化成工業,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20260228,7927,ムトー精工,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260228,7928,旭化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260228,7931,未来工業,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20260228,7932,ニッピ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7936,アシックス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,2,TOPIX Large70
20260228,7937,ツツミ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7938,リーガルコーポレーション,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7939,研創,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7940,ウェーブロックホールディングス,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260228,7942,ＪＳＰ,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20260228,7943,ニチハ,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材,6,TOPIX Small 1
20260228,7944,ローランド,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,7946,光陽社,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7947,エフピコ,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20260228,7949,小松ウオール工業,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7951,ヤマハ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260228,7952,河合楽器製作所,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7953,菊水化学工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7955,クリナップ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7956,ピジョン,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260228,7957,フジコピアン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7962,キングジム,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7963,興研,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7965,象印マホービン,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20260228,7966,リンテック,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,7970,信越ポリマー,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20260228,7971,東リ,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260228,7972,イトーキ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,7974,任天堂,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,1,TOPIX Core30
20260228,7975,リヒトラブ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7976,三菱鉛筆,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,7979,松風,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20260228,7980,重松製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7981,タカラスタンダード,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,7983,ミロク,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7984,コクヨ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260228,7985,ネポン,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20260228,7986,日本アイ・エス・ケイ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7987,ナカバヤシ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,7988,ニフコ,プライム（内国株式）,3200,化学,4,素材・化学,4,TOPIX Mid400
20260228,7989,立川ブラインド工業,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20260228,7990,グローブライド,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,7991,マミヤ・オーピー,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,7992,セーラー万年筆,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7994,オカムラ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,7995,バルカー,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20260228,7997,くろがね工作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260228,7999,ＭＵＴＯＨホールディングス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20260228,8001,伊藤忠商事,プライム（内国株式）,6050,卸売業,13,商社・卸売,1,TOPIX Core30
20260228,8002,丸紅,プライム（内国株式）,6050,卸売業,13,商社・卸売,2,TOPIX Large70
20260228,8005,スクロール,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260228,8006,ユアサ・フナショク,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8007,高島,プライム（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8008,ヨンドシーホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8011,三陽商会,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20260228,8012,長瀬産業,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20260228,8013,ナイガイ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260228,8014,蝶理,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8015,豊田通商,プライム（内国株式）,6050,卸売業,13,商社・卸売,2,TOPIX Large70
20260228,8016,オンワードホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20260228,8018,三共生興,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8020,兼松,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20260228,8022,美津濃,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,8023,ＤＡＩＫＯ　ＸＴＥＣＨ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,8025,ツカモトコーポレーション,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8029,ルックホールディングス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20260228,8030,中央魚類,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8031,三井物産,プライム（内国株式）,6050,卸売業,13,商社・卸売,1,TOPIX Core30
20260228,8032,日本紙パルプ商事,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8035,東京エレクトロン,プライム（内国株式）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20260228,8037,カメイ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8039,築地魚市場,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8040,東京ソワール,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260228,8041,ＯＵＧホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8043,スターゼン,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8045,横浜丸魚,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8046,丸藤シートパイル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8050,セイコーグループ,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20260228,8051,山善,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260228,8052,椿本興業,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8053,住友商事,プライム（内国株式）,6050,卸売業,13,商社・卸売,2,TOPIX Large70
20260228,8056,ＢＩＰＲＯＧＹ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20260228,8057,内田洋行,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260228,8058,三菱商事,プライム（内国株式）,6050,卸売業,13,商社・卸売,1,TOPIX Core30
20260228,8059,第一実業,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8060,キヤノンマーケティングジャパン,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20260228,8061,西華産業,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260228,8065,佐藤商事,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8066,三谷商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8070,東京産業,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8074,ユアサ商事,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260228,8075,神鋼商事,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8076,カノークス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8077,トルク,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8078,阪和興業,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260228,8079,正栄食品工業,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260228,8081,カナデン,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8084,ＲＹＯＤＥＮ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8085,ナラサキ産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8086,ニプロ,プライム（内国株式）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20260228,8088,岩谷産業,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20260228,8089,ナイス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8091,ニチモウ,プライム（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8093,極東貿易,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8095,アステナホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8097,三愛オブリ,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260228,8098,稲畑産業,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260228,8101,ＧＳＩクレオス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8103,明和産業,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8104,クワザワホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8107,キムラタン,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260228,8111,ゴールドウイン,プライム（内国株式）,3100,繊維製品,4,素材・化学,4,TOPIX Mid400
20260228,8113,ユニ・チャーム,プライム（内国株式）,3200,化学,4,素材・化学,2,TOPIX Large70
20260228,8115,ムーンバット,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8117,中央自動車工業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8118,キング,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260228,8119,三栄コーポレーション,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8123,川辺,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8125,ワキタ,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260228,8127,ヤマトインターナショナル,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260228,8129,東邦ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20260228,8130,サンゲツ,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260228,8131,ミツウロコグループホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8132,シナネンホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8133,伊藤忠エネクス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260228,8135,ゼット,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8136,サンリオ,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20260228,8137,サンワテクノス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8138,三京化成,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8139,ナガホリ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8141,新光商事,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8142,トーホー,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8143,ラピーヌ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260228,8144,デンキョーグループホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8147,トミタ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8150,三信電気,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8151,東陽テクニカ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8152,ソマール,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8153,モスフードサービス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260228,8154,加賀電子,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260228,8157,都築電気,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,8158,ソーダニッカ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8159,立花エレテック,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8160,木曽路,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8163,ＳＲＳホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260228,8165,千趣会,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260228,8166,タカキュー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260228,8167,リテールパートナーズ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260228,8173,上新電機,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8174,日本瓦斯,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260228,8179,ロイヤルホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8181,東天紅,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260228,8185,チヨダ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260228,8194,ライフコーポレーション,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8198,マックスバリュ東海,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260228,8200,リンガーハット,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8202,ラオックスホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260228,8203,ＭｒＭａｘＨＤ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260228,8207,テンアライド,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260228,8209,フレンドリー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260228,8214,ＡＯＫＩホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8217,オークワ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260228,8218,コメリ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8219,青山商事,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8225,タカチホ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8226,理経,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260228,8227,しまむら,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260228,8230,はせがわ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260228,8233,高島屋,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260228,8237,松屋,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8242,エイチ・ツー・オー　リテイリング,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260228,8244,近鉄百貨店,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260228,8247,大和,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260228,8252,丸井グループ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260228,8253,クレディセゾン,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20260228,8254,さいか屋,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260228,8255,アクシアル　リテイリング,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260228,8260,井筒屋,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260228,8267,イオン,プライム（内国株式）,6100,小売業,14,小売,2,TOPIX Large70
20260228,8273,イズミ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8275,フォーバル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8276,平和堂,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8278,フジ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8281,ゼビオホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260228,8282,ケーズホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260228,8283,ＰＡＬＴＡＣ,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20260228,8285,三谷産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260228,8289,Ｏｌｙｍｐｉｃグループ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260228,8291,日産東京販売ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260228,8301,日本銀行　出資証券,出資証券,-,-,-,-,-,-
